Name,Sponsor,University,Sport,Instagram,Twitter,Gender
Judson Hershiser,Barstool Sports,Troy University,Baseball,https://instagram.com/judsonhershiser,https://twitter.com/@JudsonHershiser,1
Mike Fangman,Barstool Sports,Missouri State University,Football,https://instagram.com/Bigmikee72,https://twitter.com/@mike_fangman,1
Cade Keesling,Barstool Sports,Dartmouth College,Soccer,https://instagram.com/cadekeesling,https://twitter.com/@cadekees731,1
Christian Tackett,Barstool Sports,Lehigh University,Track and Field,https://instagram.com/ChrisTackett_,https://twitter.com/@ChrisTackett_,1
Diego Castillo,Barstool Sports,"University of California, Santa Barbara",Tennis,https://instagram.com/dca5tillo,https://twitter.com/@diegocastill_,1
Jack Howe,Barstool Sports,Georgetown University,Lacrosse,https://instagram.com/Jacklhowe,https://twitter.com/@jack_howe18,1
Carlee Allen,Barstool Sports,University of Texas at Austin,Soccer,https://instagram.com/carlee_allen,https://twitter.com/@carlee_allen5,0
Jacob Ballew,Barstool Sports,University of Tennessee at Chattanooga,Baseball,https://instagram.com/Jacob.Ballew,https://twitter.com/@JacobBallew50,1
Leo O'Boyle,Barstool Sports,Lafayette College,Basketball,https://instagram.com/leo.oboyle,https://twitter.com/@oboyle24,1
Matt McShea,Barstool Sports,Robert Morris University,Lacrosse,https://instagram.com/Mattmcshea19,https://twitter.com/@Matthewmcshea1,1
Lindie Gibbs,Barstool Sports,Lafayette College,Soccer,https://instagram.com/lindie.gibbs,https://twitter.com/@lindie_gibbs,0
Maddie Joyce,Barstool Sports,Brown University,Lacrosse,https://instagram.com/Maddiejoycee,,0
Isaac Davis,Barstool Sports,Pennsylvania State University,Cross Country,https://instagram.com/ike_xc,,1
Payton Lundberg,Barstool Sports,DePaul University,Softball,https://instagram.com/payton_lundberg,https://twitter.com/@PaytonLundberg,0
Owen Tucci,Barstool Sports,Oakland University,Golf,https://instagram.com/owen_tucci,https://twitter.com/@Owen_Tucci,1
Kevin Tillery,Barstool Sports,Indiana University – Purdue University Indianapolis,Golf,https://instagram.com/kevin.tillery,https://twitter.com/@KevinTillery_1,1
Abby Kapeller,Barstool Sports,University of Virginia,Swimming and Diving,https://instagram.com/abbykapeller,https://twitter.com/@AbbyKapeller,0
Bronson Moore,Barstool Sports,Arizona State University,Ice Hockey,https://instagram.com/Tendie97,https://twitter.com/@tendie97,1
Conrad Molinaro,Barstool Sports,West Virginia University,Swimming and Diving,https://instagram.com/babycrad,,1
David Wolma,Barstool Sports,University of Michigan,Gymnastics,https://instagram.com/_davidwolma_,https://twitter.com/@DavidWolma,1
Tristen Roehrich,Barstool Sports,North Dakota State University,Baseball,https://instagram.com/troehrich40,https://twitter.com/@troehrich40,1
Sebastian Evans,Barstool Sports,Virginia Commonwealth University,Track and Field,https://instagram.com/socrateezus,https://twitter.com/@socrateezus,1
Eric Waltz,Barstool Sports,San Jose State University,Soccer,https://instagram.com/iamericbwaltz,https://twitter.com/@iamericbwaltz,1
Zach Hoban,Barstool Sports,Virginia Tech,Football,https://instagram.com/zachoban,https://twitter.com/@zhoban16,1
Alex Shterenberg,Barstool Sports,Michigan State University,Soccer,https://instagram.com/aalexshter,https://twitter.com/@aalexshter,1
T.J. Weeks Jr.,Barstool Sports,University of Massachusetts Amherst,Basketball,https://instagram.com/3jweeks,https://twitter.com/@TJ_weeks35,1
John Carder,Barstool Sports,Arkansas State University,Cross Country,https://instagram.com/John_Carder,https://twitter.com/@John__Carder,1
Mike Handal,Barstool Sports,Fairfield University,Baseball,https://instagram.com/mike_handal,https://twitter.com/@mike_handal7,1
Greg Clark,Barstool Sports,Monmouth University,Lacrosse,https://instagram.com/gregclark146,https://twitter.com/@gregc146,1
Joe Lang,Barstool Sports,Florida State University,Football,https://instagram.com/joelang23,https://twitter.com/@joe_lang_23,1
Jensen Jabara,Barstool Sports,University of Washington,Soccer,https://instagram.com/jensen.jabara,https://twitter.com/@jensenjabara_,1
Madee Miner,Barstool Sports,Campbell University,Volleyball,https://instagram.com/madee6miner,https://twitter.com/@madee6miner,0
Griffin Stine,Barstool Sports,University of Indianapolis,Wrestling,https://instagram.com/griffin_t_stine,https://twitter.com/@griffin_stine,1
Kevin Carmichael,Barstool Sports,"University of California, Berkeley",Soccer,https://instagram.com/kevvin.carm,https://twitter.com/@kevcarmichael14,1
Braxton Crouse,Barstool Sports,University of Memphis,Football,https://instagram.com/brax_crouse,https://twitter.com/@braxton_crouse,1
Omar Hoyos,Barstool Sports,George Mason University,Volleyball,https://instagram.com/Omar_hoyos,https://twitter.com/@odhoyos,1
Maddy Smith,Barstool Sports,University of Vermont,Basketball,https://instagram.com/maddy_smithh11,https://twitter.com/@MadisonSmith000,0
Devin Naidoo,Barstool Sports,Quinnipiac University,Lacrosse,https://instagram.com/d.naids,https://twitter.com/@D_Naids,1
Reilly Ritter,Barstool Sports,Florida Gulf Coast University,Cross Country,https://instagram.com/reillyritter,https://twitter.com/@Ritter_Reilly,0
Annie McDonough,Barstool Sports,University of Virginia,Field Hockey,https://instagram.com/anniemcdonough,https://twitter.com/@anniemcdonoughh,0
J.D. Pogue,Barstool Sports,Canisius College,Ice Hockey,https://instagram.com/jdpogue,https://twitter.com/@jd_pogue,1
Shelby Hash,Barstool Sports,University of Tennessee at Chattanooga,Soccer,https://instagram.com/Shelbyhash17,https://twitter.com/@shelbyhash6,0
Derek Kohler,Barstool Sports,Missouri State University,Football,https://instagram.com/Coach_dkohler,https://twitter.com/@Coach_DKohler,1
Riley Loos,Barstool Sports,Stanford University,Gymnastics,https://instagram.com/rileyloos,https://twitter.com/@riley_loos,1
Danny Collins,Barstool Sports,Bradley University,Soccer,https://instagram.com/Danny.collins,https://twitter.com/@redcarpetstool,1
Danny Collins,Barstool Sports,Bradley University,Soccer,,https://twitter.com/@DannyCo23194573,1
Danny Collins,Barstool Sports,Duke University,Track and Field,https://instagram.com/Danny.collins,https://twitter.com/@redcarpetstool,1
Danny Collins,Barstool Sports,Duke University,Track and Field,,https://twitter.com/@DannyCo23194573,1
Abby Leigh,Barstool Sports,University at Buffalo,Volleyball,https://instagram.com/abby.leigh3,https://twitter.com/@abby_leigh3,0
Emily Ryan,Barstool Sports,"University of California, Los Angeles",Volleyball,https://instagram.com/emilyryan14,https://twitter.com/@emily_ryan14,0
Owen Kulick,Barstool Sports,Villanova University,Soccer,https://instagram.com/Owenkulick,https://twitter.com/@Owenkulick,1
Ansley Frazier,Barstool Sports,University of Florida,Soccer,https://instagram.com/ansleyfrazier,https://twitter.com/@ansleyfrazier,0
Josh Sims,Barstool Sports,James Madison University,Football,https://instagram.com/Joshsims24_,https://twitter.com/@joshsims24,1
Andrew Berquist,Barstool Sports,Mississippi State University,Football,https://instagram.com/andrew_berq,https://twitter.com/@andrew_berq,1
Andrew Vorhees,Barstool Sports,University of Southern California,Football,https://instagram.com/andrew_vorhees,https://twitter.com/@Andrew_Vorhees,1
Drew Munch,Barstool Sports,Lehigh University,Wrestling,https://instagram.com/drew_ski21,https://twitter.com/@DrewSki4221,1
Jack Bacon,Barstool Sports,Bryant University,Soccer,https://instagram.com/jack.a.bacon,https://twitter.com/@JackBac36688559,1
Devon McLane,Barstool Sports,Brown University,Lacrosse,https://instagram.com/Dcmclane9,https://twitter.com/@DevaneMcL0n,1
Julia Kennedy,Barstool Sports,Miami University,Softball,https://instagram.com/julia_kennedy12,https://twitter.com/@juliakennedy_12,0
Nate Deziel,Barstool Sports,North Dakota State University,Golf,https://instagram.com/Nate_deziel,https://twitter.com/@jdndeziel,1
Matt Alswanger,Barstool Sports,Duke University,Football,https://instagram.com/mattalswanger,https://twitter.com/@mattalswanger,1
Ava Gellis,Barstool Sports,Lehigh University,Track and Field,https://instagram.com/Avagellis,,0
Sitori Tanin,Barstool Sports,Loyola University Chicago,Basketball,https://instagram.com/Sitoritanin,https://twitter.com/@sitoritanin,0
Alex Hemenway,Barstool Sports,Clemson University,Basketball,https://instagram.com/a1exhemenway,https://twitter.com/@HemenwayAlex,1
Ethan Dedeaux,Barstool Sports,San Diego State University,Football,https://instagram.com/ededeaux81,https://twitter.com/@EtdedeauxEthan,1
Drew Berggren,Barstool Sports,Colgate University,Football,https://instagram.com/drew_berg,https://twitter.com/@DrewBerggren,1
Patrick Maloney,Barstool Sports,University of Michigan,Tennis,https://instagram.com/patrick__maloney,https://twitter.com/@Maloney099,1
Anna Dodson,Barstool Sports,"University of California, Los Angeles",Volleyball,https://instagram.com/theannadodson,https://twitter.com/@annadodson19,0
Sammy Smigliani,Barstool Sports,Colgate University,Ice Hockey,https://instagram.com/sammysmigs94,,0
Jason Gibson,Barstool Sports,Towson University,Basketball,https://instagram.com/jaygibby11,https://twitter.com/@jgibby1121,1
Grace Walter,Barstool Sports,Rutgers University,Soccer,https://instagram.com/graacewalterr,https://twitter.com/@graacewalterr,0
Ellie Decker,Barstool Sports,Columbia University,Field Hockey,https://instagram.com/Ellie.deckerr,,0
Alex Czepukaitis,Barstool Sports,Mercer University,Lacrosse,https://instagram.com/aczepukaitis,https://twitter.com/@aczepukaitis3,0
Sophia DeMauro,Barstool Sports,Rider University,Basketball,https://instagram.com/sophia_demauroo,https://twitter.com/@sophia_demauro,0
Luke Caracciolo,Barstool Sports,Bryant University,Lacrosse,https://instagram.com/Lcaracc2,https://twitter.com/@lcaracc2,1
Will Cooksey,Barstool Sports,University of Michigan,Tennis,https://instagram.com/will_cooksey1,https://twitter.com/@Williamcooksey3,1
Nathan Cox,Barstool Sports,University of Denver,Swimming and Diving,https://instagram.com/nathan_cox_6,https://twitter.com/@NathanC31032698,1
Nathan Cox,Barstool Sports,University of Denver,Swimming and Diving,https://instagram.com/nathan_cox_6,https://twitter.com/@NathanC31032698,1
Nathan Cox,Barstool Sports,Duke University,Swimming and Diving,https://instagram.com/nathan_cox_6,https://twitter.com/@NathanC31032698,1
Nathan Cox,Barstool Sports,Duke University,Swimming and Diving,https://instagram.com/nathan_cox_6,https://twitter.com/@NathanC31032698,1
Justin Patrick,Barstool Sports,Cleveland State University,Wrestling,https://instagram.com/jupatrick_1,https://twitter.com/@jupatrick_1,1
Ben Hampton,Barstool Sports,West Virginia University,Baseball,https://instagram.com/benhampton.5,https://twitter.com/@benhampton55,1
Xavier Meachem,Barstool Sports,North Carolina Agricultural and Technical State University,Baseball,https://instagram.com/xmeach,https://twitter.com/@xmeach,1
Lila Belsher,Barstool Sports,Boston College,Track and Field,https://instagram.com/Lilaabelsher,,0
Evan Carlson,Barstool Sports,Drake University,Soccer,https://instagram.com/Evancarlson11,https://twitter.com/@Evan_Carlson10,1
Alex Dediu,Barstool Sports,The Ohio State University,Cross Country,https://instagram.com/alexxdediuu,,1
Thomas Paulsell,Barstool Sports,University of Georgia,Tennis,https://instagram.com/Tfpaulsell,https://twitter.com/@ThomasPaulsell,1
Maddie Kahn,Barstool Sports,Lehigh University,Field Hockey,https://instagram.com/maddiekahn,https://twitter.com/@KahnMadison,0
Jude Perry,Barstool Sports,University of Maine,Lacrosse,https://instagram.com/Jude.perry14,https://twitter.com/@Perry_Jude,1
Chris Hunt,Barstool Sports,Saint Joseph's University,Soccer,https://instagram.com/chris.hunt23,https://twitter.com/@Hunt24Chris,1
Peyton Ritchey,Barstool Sports,Appalachian State University,Field Hockey,https://instagram.com/peytonritchey,https://twitter.com/@ppeeyyttoonn19,0
Brady Mehl,Barstool Sports,University of Akron,Baseball,https://instagram.com/bradymehl25,https://twitter.com/@BradyMehl,1
Brylie St. Clair,Barstool Sports,Mississippi State University,Softball,https://instagram.com/bryliestclair,https://twitter.com/@brylie_12,0
Jackie Prestininzi,Barstool Sports,Bryant University,Cross Country,https://instagram.com/jackieprestininzi,,0
Megan Gilbert,Barstool Sports,"California State University, Bakersfield",Beach Volleyball,https://instagram.com/megan_gilbert49,https://twitter.com/@megangilbert49,0
Colin Burgess,Barstool Sports,University of South Carolina,Baseball,https://instagram.com/cburg__,https://twitter.com/@19cburgy,1
Peyton Lowery,Barstool Sports,University of Mississippi,Track and Field,https://instagram.com/Peyton_lowery,https://twitter.com/@peytonlowery8,1
Kira La Scola,Barstool Sports,Dartmouth College,Softball,https://instagram.com/kiralascola00,https://twitter.com/@KiraLaScola00,0
Kathleen Harrigan,Barstool Sports,Texas Christian University,Equestrian,https://instagram.com/kaaathleen_h,https://twitter.com/@kaaathleenn,0
Molly Sheehan,Barstool Sports,Valparaiso University,Basketball,https://instagram.com/mollysheehann04,https://twitter.com/@mollysheehann04,0
Owen Bockman,Barstool Sports,Valparaiso University,Swimming and Diving,https://instagram.com/owenbockman,https://twitter.com/@OwenBockman,1
Neil Farrell Jr.,Barstool Sports,Louisiana State University,Football,https://instagram.com/realspillneil,https://twitter.com/@realspillneil,1
Clay Cromwell,Barstool Sports,United States Naval Academy,Football,https://instagram.com/clay.cromwell,https://twitter.com/@ClayCromwell1,1
Tyler Spott,Barstool Sports,Northeastern University,Ice Hockey,https://instagram.com/tyspott_18,https://twitter.com/@Tyler_Spott9,1
Payton Gottshall,Barstool Sports,Bowling Green State University,Softball,https://instagram.com/p.gott,https://twitter.com/@pgott33,0
Maci Pekmezian,Barstool Sports,Belmont University,Soccer,https://instagram.com/maci.pekmezian,https://twitter.com/@MaciPekmezian,0
Marina Mendez,Barstool Sports,Lehigh University,Golf,https://instagram.com/mariina_mendez,https://twitter.com/@marinam72852524,0
Zachary Valenzuela,Barstool Sports,Drexel University,Swimming and Diving,https://instagram.com/zach_valenzuela,https://twitter.com/@zachvalenzuela1,1
Carson Harof,Barstool Sports,Georgia Institute of Technology,Football,https://instagram.com/carson_harof,https://twitter.com/@carsonharof5,1
Abby Coy,Barstool Sports,High Point University,Track and Field,https://instagram.com/abbcoy,https://twitter.com/@abbcoy,0
Michael Sansone,Barstool Sports,Fairfield University,Baseball,https://instagram.com/msansone1014,https://twitter.com/@msans1014,1
Griffin Kell,Barstool Sports,Texas Christian University,Football,https://instagram.com/griffinkell,https://twitter.com/@griffin_kell,1
Halle Blend,Barstool Sports,California Institute of Technology,Volleyball,https://instagram.com/halleblend,https://twitter.com/@halleblend,0
John Reese Bellew,Barstool Sports,Auburn University,Football,https://instagram.com/johnreese_bellew,https://twitter.com/@johnreesebellew,1
James Scharetg,Barstool Sports,"University of California, Davis",Football,https://instagram.com/jsmoov415,https://twitter.com/@J_Scharetg44,1
Libby Winans,Barstool Sports,University of Oklahoma,Golf,https://instagram.com/libbywinans,https://twitter.com/@Libby_N_Winans,0
Emma Crowley,Barstool Sports,University of Illinois at Chicago,Softball,https://instagram.com/ecrowley18,https://twitter.com/@ecrowley18,0
Anthony Beck II,Barstool Sports,Georgia Southern University,Football,https://instagram.com/anthony_beck4,https://twitter.com/@anthony_beck4,1
Kelly Kaufmann,Barstool Sports,University of New Hampshire,Volleyball,https://instagram.com/kelly.kaufmann,https://twitter.com/@kellyrk12,0
Jackson Davenport,Barstool Sports,West Virginia University,Golf,https://instagram.com/jacksondavenport_,https://twitter.com/@tjgt2020,1
